ID,City,Country,Time,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Rain,Snow
944,Japura,ID,2020-11-05 13:31:23,-0.32,102.35,75.78,93,88,2.91,overcast clouds,0.0,0.0
945,Nyrob,RU,2020-11-05 13:31:23,60.73,56.72,37.47,94,100,11.43,light rain,0.74,0.0
946,Krasnokamensk,RU,2020-11-05 13:31:24,50.1,118.04,25.03,98,100,1.97,light snow,0.0,0.21
947,Viedma,AR,2020-11-05 13:31:24,-40.81,-63.0,70.45,23,0,15.32,clear sky,0.0,0.0
948,Listvyanka,RU,2020-11-05 13:31:24,51.85,104.87,24.8,100,20,8.95,few clouds,0.0,0.0
949,Linxia Chengguanzhen,CN,2020-11-05 13:31:24,35.6,103.21,39.92,64,100,5.73,overcast clouds,0.0,0.0
950,Chapeltown,GB,2020-11-05 13:31:24,53.47,-1.47,54.0,80,98,1.99,overcast clouds,0.0,0.0
951,Kifrī,IQ,2020-11-05 13:31:25,34.7,44.97,78.84,19,95,8.55,overcast clouds,0.0,0.0
952,Egvekinot,RU,2020-11-05 13:31:25,66.32,-179.17,29.68,100,100,15.35,overcast clouds,0.0,0.0
953,Oranjestad,AW,2020-11-05 13:30:11,12.52,-70.03,84.2,70,75,18.34,broken clouds,0.0,0.0
954,Borodino,RU,2020-11-05 13:31:25,55.91,94.9,30.92,98,100,22.28,overcast clouds,0.0,0.0
955,Kui Buri,TH,2020-11-05 13:31:26,12.08,99.85,78.04,83,100,5.03,overcast clouds,0.0,0.0
956,Imbituba,BR,2020-11-05 13:31:26,-28.24,-48.67,68.0,42,40,9.17,light rain,0.18,0.0
957,Ogdensburg,US,2020-11-05 13:31:26,44.69,-75.49,55.99,47,1,12.75,clear sky,0.0,0.0
958,Santoña,ES,2020-11-05 13:31:26,43.44,-3.46,60.8,63,0,13.87,clear sky,0.0,0.0
959,Kayerkan,RU,2020-11-05 13:31:26,69.35,87.76,1.4,84,0,2.24,clear sky,0.0,0.0
960,Homer,US,2020-11-05 13:31:27,59.64,-151.55,19.4,57,1,10.29,clear sky,0.0,0.0
961,Point Pedro,LK,2020-11-05 13:31:27,9.82,80.23,82.78,78,63,8.68,broken clouds,0.0,0.0
962,Altamira,BR,2020-11-05 13:31:27,-3.2,-52.21,80.6,88,90,8.05,overcast clouds,0.0,0.0
963,Anguillara Sabazia,IT,2020-11-05 13:31:27,42.09,12.28,68.0,64,20,3.36,few clouds,0.0,0.0
964,Coahuayana Viejo,MX,2020-11-05 13:31:28,18.73,-103.68,69.8,49,40,23.04,scattered clouds,0.0,0.0
965,Placer,US,2020-11-05 13:31:28,39.07,-120.77,59.0,28,0,4.0,clear sky,0.0,0.0
966,Shache,CN,2020-11-05 13:31:28,38.42,77.24,39.63,66,0,3.53,clear sky,0.0,0.0
967,Puerto Madero,MX,2020-11-05 13:31:28,14.72,-92.42,77.0,100,75,7.11,broken clouds,0.0,0.0
968,Nouakchott,MR,2020-11-05 13:31:28,18.09,-15.98,89.6,38,33,4.7,scattered clouds,0.0,0.0
969,Verkhnevilyuysk,RU,2020-11-05 13:31:29,63.45,120.32,-2.9,92,57,3.49,broken clouds,0.0,0.0
970,Sarakhs,IR,2020-11-05 13:31:29,36.54,61.16,71.6,15,0,4.63,clear sky,0.0,0.0
971,Denpasar,ID,2020-11-05 13:30:19,-8.65,115.22,79.93,84,65,3.89,broken clouds,0.0,0.0
972,Kawalu,ID,2020-11-05 13:31:29,-7.38,108.21,72.88,92,100,0.94,moderate rain,1.2154,0.0
973,Poya,NC,2020-11-05 13:31:30,-21.35,165.15,73.65,85,1,3.85,clear sky,0.0,0.0
974,Takaka,NZ,2020-11-05 13:31:30,-40.85,172.8,57.99,91,100,1.99,overcast clouds,0.0,0.0
975,Portland,US,2020-11-05 13:21:37,45.52,-122.68,60.01,91,100,1.01,overcast clouds,0.0,0.0
976,Arica,CL,2020-11-05 13:30:13,-18.48,-70.3,64.4,68,0,8.05,clear sky,0.0,0.0
977,Ozernovskiy,RU,2020-11-05 13:31:30,51.5,156.52,35.96,91,100,32.64,overcast clouds,0.0,0.0
978,Athabasca,CA,2020-11-05 13:31:31,54.72,-113.29,32.0,86,100,6.93,light rain,0.87,0.0
979,Strezhevoy,RU,2020-11-05 13:31:31,60.73,77.59,35.6,93,90,8.95,light intensity drizzle,0.0,0.0
980,Redmond,US,2020-11-05 13:27:46,47.67,-122.12,57.99,90,100,10.38,overcast clouds,0.0,0.0
981,Chibuto,MZ,2020-11-05 13:31:31,-24.69,33.53,96.75,26,71,11.5,broken clouds,0.0,0.0
982,Gizo Government Station,SB,2020-11-05 13:31:32,-8.1,156.84,83.21,74,100,8.7,light rain,0.7,0.0
983,Poso,ID,2020-11-05 13:31:32,-1.4,120.75,84.0,69,96,4.83,moderate rain,1.44,0.0
984,Akdepe,TM,2020-11-05 13:31:32,42.06,59.38,59.0,28,0,6.93,clear sky,0.0,0.0
985,Maisach,DE,2020-11-05 13:31:33,48.22,11.27,52.0,71,40,8.05,scattered clouds,0.0,0.0
986,Ben Gardane,TN,2020-11-05 13:31:34,33.14,11.22,78.06,45,95,10.8,overcast clouds,0.0,0.0
987,Nísia Floresta,BR,2020-11-05 13:31:34,-6.09,-35.21,86.0,66,75,17.22,broken clouds,0.0,0.0
988,Diplo,PK,2020-11-05 13:31:34,24.47,69.58,80.6,52,0,14.47,clear sky,0.0,0.0
989,Lufilufi,WS,2020-11-05 13:31:35,-13.87,-171.6,77.0,94,75,4.7,broken clouds,0.0,0.0
990,Sørland,NO,2020-11-05 13:31:35,67.67,12.69,42.8,70,75,41.38,broken clouds,0.0,0.0
991,Antofagasta,CL,2020-11-05 13:28:02,-23.65,-70.4,60.8,67,40,9.17,scattered clouds,0.0,0.0
992,Djibouti,DJ,2020-11-05 13:31:35,11.5,42.5,84.2,62,1,10.29,clear sky,0.0,0.0
993,Amga,RU,2020-11-05 13:31:36,60.9,131.96,6.33,94,100,3.94,overcast clouds,0.0,0.0
994,Alice Springs,AU,2020-11-05 13:31:36,-23.7,133.88,73.4,25,0,9.17,clear sky,0.0,0.0
995,Willowmore,ZA,2020-11-05 13:31:36,-33.29,23.49,76.46,40,100,17.09,overcast clouds,0.0,0.0
996,Inndyr,NO,2020-11-05 13:31:37,67.03,14.03,43.0,81,75,40.26,shower rain,0.0,0.0
997,Anzio,IT,2020-11-05 13:31:37,41.49,12.62,68.0,77,75,3.36,broken clouds,0.0,0.0
998,Baruun-Urt,MN,2020-11-05 13:31:37,46.68,113.28,28.65,87,0,15.88,clear sky,0.0,0.0
999,Villazón,BO,2020-11-05 13:31:37,-22.09,-65.59,60.21,33,0,1.16,clear sky,0.0,0.0
1000,Lamar,US,2020-11-05 13:31:38,33.67,-95.58,57.0,100,90,5.82,mist,0.0,0.0
1001,Conakry,GN,2020-11-05 13:31:38,9.54,-13.68,89.6,59,40,6.93,scattered clouds,0.0,0.0
1002,Ust'-Kut,RU,2020-11-05 13:31:38,56.79,105.77,25.79,96,100,8.41,light snow,0.0,0.23
1003,Kuliyapitiya,LK,2020-11-05 13:31:39,7.47,80.04,84.2,74,75,6.93,heavy intensity rain,7.78,0.0
1004,Ibrā’,OM,2020-11-05 13:31:39,22.69,58.53,76.33,19,0,8.55,clear sky,0.0,0.0
1005,Berezovyy,RU,2020-11-05 13:31:39,51.67,135.7,21.09,86,93,10.02,overcast clouds,0.0,0.0
1006,Menongue,AO,2020-11-05 13:31:39,-14.66,17.69,88.83,24,71,5.95,broken clouds,0.0,0.0
1007,Kjøllefjord,NO,2020-11-05 13:31:39,70.95,27.35,35.6,94,75,10.29,light intensity shower rain,0.17,0.0
1008,Saint-Raphaël,HT,2020-11-05 13:31:40,19.43,-72.2,77.0,78,75,2.24,broken clouds,0.0,0.0
1009,Synya,RU,2020-11-05 13:31:40,65.37,58.04,35.01,96,100,10.78,overcast clouds,0.0,0.0
1010,Malumfashi,NG,2020-11-05 13:31:40,11.79,7.62,91.81,21,90,15.77,overcast clouds,0.0,0.0
1011,Sterling,US,2020-11-05 13:30:06,39.01,-77.43,51.01,87,20,6.89,few clouds,0.0,0.0
1012,Black River,JM,2020-11-05 13:31:41,18.03,-77.85,77.0,83,90,8.05,overcast clouds,0.0,0.0
1013,Flin Flon,CA,2020-11-05 13:28:00,54.77,-101.86,19.4,79,90,6.93,overcast clouds,0.0,0.0
1014,Firminópolis,BR,2020-11-05 13:29:41,-16.58,-50.3,85.23,39,0,2.82,clear sky,0.0,0.0
1015,Strunga,RO,2020-11-05 13:31:41,47.17,26.98,48.99,88,100,11.01,overcast clouds,0.0,0.0
1016,Lucapa,AO,2020-11-05 13:31:42,-8.42,20.74,86.2,54,28,1.59,scattered clouds,0.0,0.0
1017,Santo Antônio,BR,2020-11-05 13:31:42,-6.31,-35.48,86.0,66,75,17.22,broken clouds,0.0,0.0
1018,Boo,SE,2020-11-05 13:31:42,59.33,18.28,54.0,71,0,13.87,clear sky,0.0,0.0
1019,Galveston,US,2020-11-05 13:31:42,29.37,-94.97,73.0,73,75,6.93,broken clouds,0.0,0.0
1020,Kolokani,ML,2020-11-05 13:31:42,13.57,-8.03,97.45,16,1,9.8,clear sky,0.0,0.0
1021,Roebourne,AU,2020-11-05 13:31:43,-20.78,117.13,82.62,40,0,15.12,light rain,0.133,0.0
1022,Batangafo,CF,2020-11-05 13:31:43,7.3,18.28,91.44,38,100,5.19,overcast clouds,0.0,0.0
